officer_id,officer_complaint_percentile,officer_unit_id,officer_unit_description,officer_unit_name,supervisor_id,supervisor_complaint_percentile,supervisor_unit_id,supervisor_unit_description,supervisor_unit_name,allegation_id
13876,97.8946,2,District 001,001,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,178329
13913,66.4514,3,District 002,002,7253,62.6189,7,District 006,006,149352
13954,61.0583,35,Airport Law Enforcement Section - North,050,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
13958,78.0635,36,Airport Law Enforcement Section - South,051,11433,45.2295,23,District 022,022,124114
13975,82.6526,179,Special Weapons And Tactics (Swat) Unit,353,29225,84.7503,208,Detective Area - Central,610,16745
13995,94.1713,212,Detective Area - South,620,13303,93.8405,27,Executive Officers Unit,026,171620
14017,78.7398,212,Detective Area - South,620,12479,97.8258,212,Detective Area - South,620,51261
14046,89.9927,10,District 009,009,12479,97.8258,212,Detective Area - South,620,61797
14058,92.6675,20,District 019,019,27797,98.4563,160,Freedom Of Information Section,214,65651
14061,97.6080,16,District 015,015,13273,95.8122,173,Gang Enforcement - Area Central,311,61194
14089,91.0741,11,District 010,010,27415,97.3062,36,Airport Law Enforcement Section - South,051,152621
14089,91.0741,11,District 010,010,15368,92.4497,13,District 012,012,148713
14089,91.0741,11,District 010,010,27415,97.3062,36,Airport Law Enforcement Section - South,051,155664
14100,84.6280,132,Evidence And Recovered Property Section,167,32228,67.5328,152,Vice & Asset Forfeiture Division,192,17844
14106,87.6275,2,District 001,001,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
14163,99.1135,8,District 007,007,31984,90.1876,193,Detached Services - Goverment Security,542,68528
14163,99.1135,8,District 007,007,6792,90.2105,19,District 018,018,68528
14163,99.1135,8,District 007,007,6792,90.2105,19,District 018,018,70938
14174,96.9355,10,District 009,009,31984,90.1876,193,Detached Services - Goverment Security,542,66262
14174,96.9355,10,District 009,009,6792,90.2105,19,District 018,018,64321
14174,96.9355,10,District 009,009,6792,90.2105,19,District 018,018,66262
14174,96.9355,10,District 009,009,6792,90.2105,19,District 018,018,68528
14174,96.9355,10,District 009,009,31984,90.1876,193,Detached Services - Goverment Security,542,68528
14190,92.8241,23,District 022,022,6792,90.2105,19,District 018,018,68528
14190,92.8241,23,District 022,022,31984,90.1876,193,Detached Services - Goverment Security,542,66262
14190,92.8241,23,District 022,022,6792,90.2105,19,District 018,018,64321
14190,92.8241,23,District 022,022,31984,90.1876,193,Detached Services - Goverment Security,542,68528
14190,92.8241,23,District 022,022,6792,90.2105,19,District 018,018,66262
14192,73.1382,86,Research And Development Division,127,14192,73.1382,86,Research And Development Division,127,157316
14192,73.1382,86,Research And Development Division,127,14192,73.1382,86,Research And Development Division,127,153104
14202,44.2643,18,District 017,017,7061,45.4473,178,Canine Unit,341,113644
14202,44.2643,18,District 017,017,7061,45.4473,178,Canine Unit,341,117236
14217,91.9262,225,Public Transportation Section,701,20913,94.9792,9,District 008,008,163798
14217,91.9262,225,Public Transportation Section,701,20913,94.9792,9,District 008,008,165245
14217,91.9262,225,Public Transportation Section,701,20913,94.9792,9,District 008,008,165846
14218,93.7005,212,Detective Area - South,620,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,150015
14294,94.8989,2,District 001,001,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
14349,29.0901,225,Public Transportation Section,701,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
14353,70.3068,215,Detective Area - North,630,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
14357,71.7817,208,Detective Area - Central,610,8026,78.7933,26,District 025,025,163176
14471,23.0675,23,District 022,022,29882,94.1194,107,Bureau Of Patrol,142,150034
14519,43.1679,23,District 022,022,30710,81.6094,3,District 002,002,154363
14591,18.3256,215,Detective Area - North,630,17465,35.0770,99,Special Events Unit,136,121739
14592,83.8065,182,Juvenile Intervention Support Center (Jisc),384,22077,63.5016,169,Court Section,261,75281
14595,18.2301,170,Oemc - Detail Section,276,14595,18.2301,170,Oemc - Detail Section,276,138748
14616,83.5772,18,District 017,017,27415,97.3062,36,Airport Law Enforcement Section - South,051,80977
14616,83.5772,18,District 017,017,12628,75.2130,151,Intelligence Section,191,121127
14630,98.2805,6,District 005,005,14630,98.2805,6,District 005,005,125746
14630,98.2805,6,District 005,005,14630,98.2805,6,District 005,005,103063
14630,98.2805,6,District 005,005,14630,98.2805,6,District 005,005,169792
14630,98.2805,6,District 005,005,14630,98.2805,6,District 005,005,145063
14630,98.2805,6,District 005,005,14630,98.2805,6,District 005,005,14926
14630,98.2805,6,District 005,005,14630,98.2805,6,District 005,005,158101
14630,98.2805,6,District 005,005,14630,98.2805,6,District 005,005,119966
14630,98.2805,6,District 005,005,14630,98.2805,6,District 005,005,119985
14630,98.2805,6,District 005,005,14630,98.2805,6,District 005,005,168638
14630,98.2805,6,District 005,005,14630,98.2805,6,District 005,005,8002
14630,98.2805,6,District 005,005,14630,98.2805,6,District 005,005,147307
14630,98.2805,6,District 005,005,14630,98.2805,6,District 005,005,168466
14630,98.2805,6,District 005,005,14630,98.2805,6,District 005,005,128034
14630,98.2805,6,District 005,005,14630,98.2805,6,District 005,005,141757
14630,98.2805,6,District 005,005,14630,98.2805,6,District 005,005,141522
14630,98.2805,6,District 005,005,14630,98.2805,6,District 005,005,82382
14630,98.2805,6,District 005,005,14630,98.2805,6,District 005,005,117450
14630,98.2805,6,District 005,005,20271,70.3068,157,Bureau Of Patrol - Area South,212,64682
14630,98.2805,6,District 005,005,14630,98.2805,6,District 005,005,135474
14630,98.2805,6,District 005,005,14630,98.2805,6,District 005,005,163169
14630,98.2805,6,District 005,005,14630,98.2805,6,District 005,005,166474
14630,98.2805,6,District 005,005,14630,98.2805,6,District 005,005,180216
14630,98.2805,6,District 005,005,14630,98.2805,6,District 005,005,102418
14630,98.2805,6,District 005,005,14630,98.2805,6,District 005,005,64682
14630,98.2805,6,District 005,005,28348,57.3230,82,Human Resources Division,123,103063
14630,98.2805,6,District 005,005,25319,81.7202,5,District 004,004,64682
14630,98.2805,6,District 005,005,14630,98.2805,6,District 005,005,165633
14630,98.2805,6,District 005,005,14630,98.2805,6,District 005,005,70048
14684,88.1395,225,Public Transportation Section,701,14684,88.1395,225,Public Transportation Section,701,155229
14684,88.1395,225,Public Transportation Section,701,14684,88.1395,225,Public Transportation Section,701,130896
14684,88.1395,225,Public Transportation Section,701,14684,88.1395,225,Public Transportation Section,701,129995
14684,88.1395,225,Public Transportation Section,701,14684,88.1395,225,Public Transportation Section,701,58746
14684,88.1395,225,Public Transportation Section,701,14684,88.1395,225,Public Transportation Section,701,150240
14684,88.1395,225,Public Transportation Section,701,14684,88.1395,225,Public Transportation Section,701,19153
14684,88.1395,225,Public Transportation Section,701,14684,88.1395,225,Public Transportation Section,701,120625
14684,88.1395,225,Public Transportation Section,701,14684,88.1395,225,Public Transportation Section,701,72102
14684,88.1395,225,Public Transportation Section,701,14684,88.1395,225,Public Transportation Section,701,146572
14684,88.1395,225,Public Transportation Section,701,14684,88.1395,225,Public Transportation Section,701,117733
14691,97.0005,7,District 006,006,27797,98.4563,160,Freedom Of Information Section,214,108952
14691,97.0005,7,District 006,006,27797,98.4563,160,Freedom Of Information Section,214,82068
14691,97.0005,7,District 006,006,27797,98.4563,160,Freedom Of Information Section,214,81666
14691,97.0005,7,District 006,006,27797,98.4563,160,Freedom Of Information Section,214,79881
14712,91.0206,132,Evidence And Recovered Property Section,167,981,36.9417,112,Traffic Section,145,100097
14721,99.4900,5,District 004,004,13303,93.8405,27,Executive Officers Unit,026,174844
14731,90.5581,6,District 005,005,30180,61.9579,8,District 007,007,160615
14732,88.7871,4,District 003,003,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
14737,94.6085,174,Gang Enforcement - Area South,312,15368,92.4497,13,District 012,012,17289
14737,94.6085,174,Gang Enforcement - Area South,312,13303,93.8405,27,Executive Officers Unit,026,61452
14738,74.1125,18,District 017,017,3471,42.1535,15,District 014,014,36145
14750,83.0995,19,District 018,018,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
14767,84.1695,4,District 003,003,23492,94.2952,174,Gang Enforcement - Area South,312,95536
14808,24.8596,2,District 001,001,14808,24.8596,2,District 001,001,1554
14823,32.6059,36,Airport Law Enforcement Section - South,051,21737,21.4436,75,Deployment Operations Center,116,116482
14847,60.8673,5,District 004,004,12479,97.8258,212,Detective Area - South,620,61797
14882,88.8235,5,District 004,004,13303,93.8405,27,Executive Officers Unit,026,171620
14896,97.8755,23,District 022,022,6792,90.2105,19,District 018,018,68528
14896,97.8755,23,District 022,022,31984,90.1876,193,Detached Services - Goverment Security,542,68528
14896,97.8755,23,District 022,022,6792,90.2105,19,District 018,018,64321
14915,50.8666,25,District 024,024,3471,42.1535,15,District 014,014,32556
14937,79.2576,153,Gang Investigation Division,193,17465,35.0770,99,Special Events Unit,136,121739
14979,37.8281,15,District 014,014,22077,63.5016,169,Court Section,261,94058
14988,35.3511,11,District 010,010,15368,92.4497,13,District 012,012,162908
15012,90.7190,83,Education And Training Division,124,11339,21.7493,136,Central Detention Unit,171,120502
15014,96.1866,175,Gang Enforcement - Area North,313,27797,98.4563,160,Freedom Of Information Section,214,57343
15112,73.9521,4,District 003,003,29882,94.1194,107,Bureau Of Patrol,142,117607
15112,73.9521,4,District 003,003,3850,56.9371,192,Fop Detail,541,117607
15112,73.9521,4,District 003,003,1932,83.5772,16,District 015,015,117607
15112,73.9521,4,District 003,003,29722,35.0770,18,District 017,017,117607
15124,52.0233,23,District 022,022,10531,35.8603,206,Major Accident Investigation Unit,608,139139
15237,86.1297,142,Forensic Services Division,177,10170,88.3077,10,District 009,009,160388
15243,81.6423,225,Public Transportation Section,701,3706,31.5884,83,Education And Training Division,124,2546
15243,81.6423,225,Public Transportation Section,701,9970,97.9863,132,Evidence And Recovered Property Section,167,144780
15293,51.2428,8,District 007,007,20913,94.9792,9,District 008,008,133704
15310,91.8063,208,Detective Area - Central,610,27415,97.3062,36,Airport Law Enforcement Section - South,051,155664
15344,98.0436,2,District 001,001,20913,94.9792,9,District 008,008,134883
15354,96.4770,17,District 016,016,27797,98.4563,160,Freedom Of Information Section,214,53580
15368,92.4497,13,District 012,012,15368,92.4497,13,District 012,012,4634
15368,92.4497,13,District 012,012,15368,92.4497,13,District 012,012,115826
15368,92.4497,13,District 012,012,15368,92.4497,13,District 012,012,119195
15368,92.4497,13,District 012,012,15368,92.4497,13,District 012,012,144273
15368,92.4497,13,District 012,012,15368,92.4497,13,District 012,012,131641
15368,92.4497,13,District 012,012,15368,92.4497,13,District 012,012,148713
15368,92.4497,13,District 012,012,15368,92.4497,13,District 012,012,149764
15368,92.4497,13,District 012,012,15368,92.4497,13,District 012,012,117633
15368,92.4497,13,District 012,012,15368,92.4497,13,District 012,012,123767
15368,92.4497,13,District 012,012,15368,92.4497,13,District 012,012,146811
15368,92.4497,13,District 012,012,15368,92.4497,13,District 012,012,162908
15368,92.4497,13,District 012,012,15368,92.4497,13,District 012,012,117430
15368,92.4497,13,District 012,012,15368,92.4497,13,District 012,012,77005
15368,92.4497,13,District 012,012,15368,92.4497,13,District 012,012,117159
15368,92.4497,13,District 012,012,15368,92.4497,13,District 012,012,148595
15368,92.4497,13,District 012,012,15368,92.4497,13,District 012,012,17289
15368,92.4497,13,District 012,012,15368,92.4497,13,District 012,012,59419
15368,92.4497,13,District 012,012,15368,92.4497,13,District 012,012,161801
15368,92.4497,13,District 012,012,15368,92.4497,13,District 012,012,165102
15368,92.4497,13,District 012,012,15368,92.4497,13,District 012,012,118176
15395,,9,District 008,008,20913,94.9792,9,District 008,008,117382
15426,79.5728,15,District 014,014,27392,86.8366,40,Detail Unit,057,113978
15470,49.0217,36,Airport Law Enforcement Section - South,051,11339,21.7493,136,Central Detention Unit,171,120502
15488,80.7075,23,District 022,022,17465,35.0770,99,Special Events Unit,136,121739
15562,90.6003,12,District 011,011,13701,42.1535,12,District 011,011,61424
15578,55.4698,80,Bureau Of Internal Affairs,121,27274,87.1232,204,Central Investigations Division,606,43573
15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,138436
15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,178329
15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,5168
15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,137152
15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,178733
15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,134991
15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,140207
15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,151724
15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,161600
15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,142510
15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,142482
15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,147173
15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,172016
15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,160226
15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,162638
15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,3046
15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,26398
15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,139977
15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,176052
15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,1334
15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,154828
15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,154827
15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,741
15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,141377
15596,30.7233,193,Detached Services - Goverment Security,542,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
15619,28.0005,165,Troubled Building Unit,241,15619,28.0005,165,Troubled Building Unit,241,134166
15619,28.0005,165,Troubled Building Unit,241,15619,28.0005,165,Troubled Building Unit,241,119416
15619,28.0005,165,Troubled Building Unit,241,15619,28.0005,165,Troubled Building Unit,241,112744
15619,28.0005,165,Troubled Building Unit,241,15619,28.0005,165,Troubled Building Unit,241,112540
15619,28.0005,165,Troubled Building Unit,241,15619,28.0005,165,Troubled Building Unit,241,2556
15666,57.7131,19,District 018,018,29722,35.0770,18,District 017,017,117607
15666,57.7131,19,District 018,018,3850,56.9371,192,Fop Detail,541,117607
15666,57.7131,19,District 018,018,1932,83.5772,16,District 015,015,117607
15666,57.7131,19,District 018,018,29882,94.1194,107,Bureau Of Patrol,142,117607
15723,58.0566,23,District 022,022,28348,57.3230,82,Human Resources Division,123,103063
15723,58.0566,23,District 022,022,14630,98.2805,6,District 005,005,103063
15741,23.5816,149,Narcotics Division,189,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
15750,80.7880,7,District 006,006,1932,83.5772,16,District 015,015,117607
15750,80.7880,7,District 006,006,29722,35.0770,18,District 017,017,117607
15750,80.7880,7,District 006,006,3850,56.9371,192,Fop Detail,541,117607
15750,80.7880,7,District 006,006,29882,94.1194,107,Bureau Of Patrol,142,117607
15760,97.2425,225,Public Transportation Section,701,30710,81.6094,3,District 002,002,154363
15774,92.2366,23,District 022,022,12628,75.2130,151,Intelligence Section,191,121572
15774,92.2366,23,District 022,022,12628,75.2130,151,Intelligence Section,191,121127
15788,94.4175,7,District 006,006,6792,90.2105,19,District 018,018,64321
15791,61.2052,175,Gang Enforcement - Area North,313,15791,61.2052,175,Gang Enforcement - Area North,313,80323
15791,61.2052,175,Gang Enforcement - Area North,313,15791,61.2052,175,Gang Enforcement - Area North,313,40341
15791,61.2052,175,Gang Enforcement - Area North,313,15791,61.2052,175,Gang Enforcement - Area North,313,97717
15795,95.7013,12,District 011,011,27797,98.4563,160,Freedom Of Information Section,214,108952
15795,95.7013,12,District 011,011,27797,98.4563,160,Freedom Of Information Section,214,81666
15813,90.2979,212,Detective Area - South,620,13303,93.8405,27,Executive Officers Unit,026,171620
15818,54.7291,26,District 025,025,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
15830,98.2533,11,District 010,010,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
15845,96.5496,225,Public Transportation Section,701,20913,94.9792,9,District 008,008,165846
15845,96.5496,225,Public Transportation Section,701,20913,94.9792,9,District 008,008,152602
15926,81.2655,25,District 024,024,23543,82.1711,31,District Reinstatement Unit,045,80982
15947,62.8522,2,District 001,001,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,741
15963,49.1480,6,District 005,005,30710,81.6094,3,District 002,002,154363
15995,56.9371,146,Youth Investigation Division,184,15995,56.9371,146,Youth Investigation Division,184,134887
15995,56.9371,146,Youth Investigation Division,184,15995,56.9371,146,Youth Investigation Division,184,105944
15995,56.9371,146,Youth Investigation Division,184,15995,56.9371,146,Youth Investigation Division,184,123399
15995,56.9371,146,Youth Investigation Division,184,15995,56.9371,146,Youth Investigation Division,184,114491
15995,56.9371,146,Youth Investigation Division,184,15995,56.9371,146,Youth Investigation Division,184,154571
15995,56.9371,146,Youth Investigation Division,184,15995,56.9371,146,Youth Investigation Division,184,114488
15995,56.9371,146,Youth Investigation Division,184,15995,56.9371,146,Youth Investigation Division,184,124710
15995,56.9371,146,Youth Investigation Division,184,15995,56.9371,146,Youth Investigation Division,184,116025
15995,56.9371,146,Youth Investigation Division,184,15995,56.9371,146,Youth Investigation Division,184,104425
15999,85.4325,5,District 004,004,14630,98.2805,6,District 005,005,158101
15999,85.4325,5,District 004,004,12479,97.8258,212,Detective Area - South,620,119836
16020,21.6499,208,Detective Area - Central,610,13701,42.1535,12,District 011,011,112911
16046,73.3583,3,District 002,002,30710,81.6094,3,District 002,002,146692
16112,97.8335,212,Detective Area - South,620,24996,88.8808,156,Bureau Of Patrol - Area Central,211,56813
16133,83.4511,208,Detective Area - Central,610,7471,85.3043,215,Detective Area - North,630,126390
16133,83.4511,208,Detective Area - Central,610,20913,94.9792,9,District 008,008,117382
16133,83.4511,208,Detective Area - Central,610,20913,94.9792,9,District 008,008,133704
16188,82.9241,134,Police Documents Section,169,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
16220,56.2225,26,District 025,025,16617,93.7756,21,District 020,020,72950
16302,98.9454,12,District 011,011,27415,97.3062,36,Airport Law Enforcement Section - South,051,155664
16302,98.9454,12,District 011,011,27415,97.3062,36,Airport Law Enforcement Section - South,051,152621
16303,64.2047,83,Education And Training Division,124,13273,95.8122,173,Gang Enforcement - Area Central,311,61194
16337,95.2084,179,Special Weapons And Tactics (Swat) Unit,353,13273,95.8122,173,Gang Enforcement - Area Central,311,64812
16339,34.9817,19,District 018,018,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
16342,79.9434,13,District 012,012,14684,88.1395,225,Public Transportation Section,701,58746
16358,45.4473,12,District 011,011,319,51.1788,105,Office Of The First Deputy Superintendent,140,122722
16359,79.3654,119,Special Functions Support Unit,153,20913,94.9792,9,District 008,008,119429
16359,79.3654,119,Special Functions Support Unit,153,20913,94.9792,9,District 008,008,130322
16359,79.3654,119,Special Functions Support Unit,153,7471,85.3043,215,Detective Area - North,630,126390
16363,91.8154,212,Detective Area - South,620,17465,35.0770,99,Special Events Unit,136,50588
16376,42.6386,225,Public Transportation Section,701,29215,70.3068,11,District 010,010,140227
16385,99.6943,5,District 004,004,23492,94.2952,174,Gang Enforcement - Area South,312,81350
16477,86.1714,215,Detective Area - North,630,25319,81.7202,5,District 004,004,121263
16484,56.9371,23,District 022,022,11433,45.2295,23,District 022,022,123768
16486,18.2301,17,District 016,016,16486,18.2301,17,District 016,016,115013
16486,18.2301,17,District 016,016,16486,18.2301,17,District 016,016,121235
16499,71.6218,36,Airport Law Enforcement Section - South,051,30332,54.2318,80,Bureau Of Internal Affairs,121,129988
16499,71.6218,36,Airport Law Enforcement Section - South,051,14684,88.1395,225,Public Transportation Section,701,146572
16532,75.8817,13,District 012,012,16617,93.7756,21,District 020,020,72950
16541,49.6198,11,District 010,010,25319,81.7202,5,District 004,004,153726
16560,80.4631,4,District 003,003,27274,87.1232,204,Central Investigations Division,606,71429
16576,70.5743,194,Detached Services - Miscellaneous Detail,543,16576,70.5743,194,Detached Services - Miscellaneous Detail,543,10834
16576,70.5743,194,Detached Services - Miscellaneous Detail,543,16576,70.5743,194,Detached Services - Miscellaneous Detail,543,22089
16576,70.5743,194,Detached Services - Miscellaneous Detail,543,16576,70.5743,194,Detached Services - Miscellaneous Detail,543,22128
16576,70.5743,194,Detached Services - Miscellaneous Detail,543,16576,70.5743,194,Detached Services - Miscellaneous Detail,543,24089
16576,70.5743,194,Detached Services - Miscellaneous Detail,543,16576,70.5743,194,Detached Services - Miscellaneous Detail,543,25723
16576,70.5743,194,Detached Services - Miscellaneous Detail,543,16576,70.5743,194,Detached Services - Miscellaneous Detail,543,37919
16576,70.5743,194,Detached Services - Miscellaneous Detail,543,16576,70.5743,194,Detached Services - Miscellaneous Detail,543,178934
16598,39.3183,13,District 012,012,14684,88.1395,225,Public Transportation Section,701,58746
16601,77.1694,16,District 015,015,8026,78.7933,26,District 025,025,6243
16605,63.4213,85,Inspection Division,126,16605,63.4213,85,Inspection Division,126,117960
16605,63.4213,85,Inspection Division,126,16605,63.4213,85,Inspection Division,126,137773
16605,63.4213,85,Inspection Division,126,16605,63.4213,85,Inspection Division,126,166434
16605,63.4213,85,Inspection Division,126,16605,63.4213,85,Inspection Division,126,171752
16617,93.7756,21,District 020,020,16617,93.7756,21,District 020,020,98423
16617,93.7756,21,District 020,020,16617,93.7756,21,District 020,020,166161
16617,93.7756,21,District 020,020,16617,93.7756,21,District 020,020,72950
16617,93.7756,21,District 020,020,16617,93.7756,21,District 020,020,11113
16617,93.7756,21,District 020,020,16617,93.7756,21,District 020,020,29815
16617,93.7756,21,District 020,020,16617,93.7756,21,District 020,020,170972
16617,93.7756,21,District 020,020,16617,93.7756,21,District 020,020,11338
16617,93.7756,21,District 020,020,16617,93.7756,21,District 020,020,100168
16617,93.7756,21,District 020,020,16617,93.7756,21,District 020,020,163430
16617,93.7756,21,District 020,020,16617,93.7756,21,District 020,020,27053
16629,51.8099,149,Narcotics Division,189,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
16636,63.1462,6,District 005,005,16617,93.7756,21,District 020,020,98423
16636,63.1462,6,District 005,005,16617,93.7756,21,District 020,020,100168
16675,90.3271,200,Arson Section,603,319,51.1788,105,Office Of The First Deputy Superintendent,140,122722
16675,90.3271,200,Arson Section,603,21737,21.4436,75,Deployment Operations Center,116,114903
16680,96.4219,18,District 017,017,32209,56.9371,149,Narcotics Division,189,142042
16699,97.1342,225,Public Transportation Section,701,13273,95.8122,173,Gang Enforcement - Area Central,311,64812
16702,44.0878,19,District 018,018,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
16731,96.7671,10,District 009,009,30568,60.7428,228,Transit Security Unit,704,114313
16731,96.7671,10,District 009,009,7471,85.3043,215,Detective Area - North,630,162105
16746,65.0057,15,District 014,014,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
16747,40.4721,225,Public Transportation Section,701,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
16762,57.0670,13,District 012,012,14684,88.1395,225,Public Transportation Section,701,58746
16793,56.0735,215,Detective Area - North,630,4362,34.3472,20,District 019,019,154240
16812,91.2428,6,District 005,005,32109,35.0770,155,Asset Forfeiture Investigation Section,196,115069
16812,91.2428,6,District 005,005,20913,94.9792,9,District 008,008,86733
16840,93.7662,212,Detective Area - South,620,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
16870,49.7115,38,Mounted Unit,055,16870,49.7115,38,Mounted Unit,055,93076
16870,49.7115,38,Mounted Unit,055,16870,49.7115,38,Mounted Unit,055,99097
16870,49.7115,38,Mounted Unit,055,16870,49.7115,38,Mounted Unit,055,94214
16875,75.5557,5,District 004,004,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
16945,94.8416,215,Detective Area - North,630,3471,42.1535,15,District 014,014,69878
16999,88.8808,9,District 008,008,20913,94.9792,9,District 008,008,120277
17001,57.9092,7,District 006,006,16605,63.4213,85,Inspection Division,126,117960
17005,70.3068,10,District 009,009,11433,45.2295,23,District 022,022,127557
17005,70.3068,10,District 009,009,11433,45.2295,23,District 022,022,123768
17023,48.4238,215,Detective Area - North,630,3850,56.9371,192,Fop Detail,541,117607
17023,48.4238,215,Detective Area - North,630,29722,35.0770,18,District 017,017,117607
17023,48.4238,215,Detective Area - North,630,1932,83.5772,16,District 015,015,117607
17023,48.4238,215,Detective Area - North,630,29882,94.1194,107,Bureau Of Patrol,142,117607
17062,50.4146,25,District 024,024,20913,94.9792,9,District 008,008,18640
17078,92.3236,5,District 004,004,13303,93.8405,27,Executive Officers Unit,026,171620
17078,92.3236,5,District 004,004,29882,94.1194,107,Bureau Of Patrol,142,63154
17087,95.3078,5,District 004,004,6792,90.2105,19,District 018,018,64321
17087,95.3078,5,District 004,004,20271,70.3068,157,Bureau Of Patrol - Area South,212,90547
17091,75.5079,35,Airport Law Enforcement Section - North,050,27415,97.3062,36,Airport Law Enforcement Section - South,051,155664
17111,92.5605,212,Detective Area - South,620,27797,98.4563,160,Freedom Of Information Section,214,57343
17111,92.5605,212,Detective Area - South,620,22077,63.5016,169,Court Section,261,48429
17136,73.6349,132,Evidence And Recovered Property Section,167,3706,31.5884,83,Education And Training Division,124,2546
17176,83.5772,11,District 010,010,3850,56.9371,192,Fop Detail,541,5694
17255,27.0202,208,Detective Area - Central,610,29722,35.0770,18,District 017,017,117607
17255,27.0202,208,Detective Area - Central,610,3850,56.9371,192,Fop Detail,541,117607
17255,27.0202,208,Detective Area - Central,610,29882,94.1194,107,Bureau Of Patrol,142,117607
17255,27.0202,208,Detective Area - Central,610,1932,83.5772,16,District 015,015,117607
17285,99.3555,19,District 018,018,20913,94.9792,9,District 008,008,18640
